Recency,Frequency,Monetary,R,F,M
468,2,28.88,3,3,2
474,1,15.76,2,2,1
474,1,11.77,2,2,1
474,1,33.72,2,2,2
390,2,51.95,3,3,3
271,3,58.55,3,4,3
474,1,12.49,2,2,1
132,2,41.97,4,3,2
304,8,130.58,3,4,4
260,2,43.47,3,3,2
436,3,128.18,3,4,4
474,1,30.97,2,2,2
23,5,111.89,4,4,4
208,2,175.36,3,3,4
474,1,5.78,2,2,1
436,2,34.14,3,3,2
340,2,55.7,3,3,3
257,3,38.75,3,4,2
124,5,250.72,4,4,4
474,1,32.33,2,2,2
474,1,46.71,2,2,3
474,1,25.25,2,2,2
118,3,32.26,4,4,2
405,3,65.24,3,4,3
461,2,35.31,3,3,2
474,1,41.5,2,2,2
474,1,15.36,2,2,1
474,1,19.99,2,2,2
324,2,66.25,3,3,3
467,2,67.02,3,3,3
474,1,41.13,2,2,2
472,1,9.97,2,2,1
202,4,76.68,4,4,3
361,2,47.08,3,3,3
474,1,14.96,2,2,1
474,1,17.3,2,2,1
363,2,110.69,3,3,4
474,1,65.73,2,2,3
25,5,153.5,4,4,4
93,6,105.44,4,4,3
108,2,106.82,4,3,4
474,1,11.77,2,2,1
474,1,14.96,2,2,1
474,1,28.34,2,2,2
474,1,25.54,2,2,2
474,1,27.94,2,2,2
12,14,1120.61,4,4,4
253,3,118.4,3,4,4
474,1,35.77,2,2,2
474,1,13.97,2,2,1
411,3,76.98,3,4,3
337,2,112.17,3,3,4
473,1,92.44,2,2,3
100,3,37.94,4,4,2
163,3,139.81,4,4,4
65,6,527.41,4,4,4
474,1,13.77,2,2,1
155,4,218.67,4,4,4
474,1,7.78,2,2,1
444,4,49.3,3,4,3
474,1,14.37,2,2,1
49,6,122.09,4,4,4
474,1,17.96,2,2,1
474,1,21.99,2,2,2
474,1,46.37,2,2,3
474,1,28.99,2,2,2
473,1,12.97,2,2,1
472,1,14.79,2,2,1
19,4,58.63,4,4,3
428,3,105.94,3,4,3
474,1,14.99,2,2,1
474,1,18.99,2,2,1
245,2,34.95,3,3,2
369,3,126.48,3,4,4
404,2,24.96,3,3,2
467,1,34.54,3,2,2
473,1,14.37,2,2,1
393,2,28.73,3,3,2
96,3,43.45,4,4,2
473,1,11.77,2,2,1
280,6,207.34,3,4,4
473,1,82.83,2,2,3
8,3,112.46,4,4,4
201,3,56.44,4,4,3
463,1,15.36,3,2,1
295,2,39.1,3,3,2
465,1,11.77,3,2,1
457,2,29.13,3,3,2
473,1,34.91,2,2,2
19,6,115.22,4,4,4
473,1,22.74,2,2,2
218,5,115.59,3,4,4
473,1,15.36,2,2,1
473,1,83.74,2,2,3
50,4,72.62,4,4,3
473,1,13.97,2,2,1
92,4,225.24,4,4,4
473,1,28.74,2,2,2
473,1,17.54,2,2,1
263,2,52.96,3,3,3
473,1,12.49,2,2,1
473,1,14.79,2,2,1
473,1,20.99,2,2,2
473,1,36.73,2,2,2
473,1,13.77,2,2,1
105,5,249.09,4,4,4
473,1,44.37,2,2,3
155,2,83.31,4,3,3
473,1,90.89,2,2,3
29,3,169.21,4,4,4
473,1,79.2,2,2,3
473,1,27.94,2,2,2
473,1,24.87,2,2,2
45,4,66.96,4,4,3
429,3,48.67,3,4,3
473,1,35.95,2,2,2
470,2,69.07,3,3,3
4,16,606.9,4,4,4
304,2,26.96,3,3,2
225,2,78.75,3,3,3
473,1,30.92,2,2,2
6,3,68.37,4,4,3
463,2,101.31,3,3,3
473,1,26.74,2,2,2
473,1,13.97,2,2,1
473,1,17.9,2,2,1
440,3,35.91,3,4,2
473,1,9.97,2,2,1
235,2,108.28,3,3,4
91,8,762.85,4,4,4
473,1,22.15,2,2,2
137,2,55.8,4,3,3
473,1,38.5,2,2,2
473,1,28.53,2,2,2
473,1,72.02,2,2,3
473,1,13.97,2,2,1
473,1,49.28,2,2,3
222,9,551.99,3,4,4
473,1,19.99,2,2,2
473,1,22.48,2,2,2
473,1,42.14,2,2,2
415,3,137.39,3,4,4
467,2,39.98,3,3,2
473,1,10.77,2,2,1
406,3,34.91,3,4,2
91,3,175.95,4,4,4
473,1,15.96,2,2,1
473,1,47.68,2,2,3
473,1,14.37,2,2,1
473,1,25.48,2,2,2
473,1,11.77,2,2,1
72,4,96.7,4,4,3
44,3,112.62,4,4,4
65,2,27.45,4,3,2
473,1,10.97,2,2,1
473,1,31.92,2,2,2
72,15,676.11,4,4,4
473,1,11.97,2,2,1
473,1,10.77,2,2,1
473,1,9.98,2,2,1
473,1,17.3,2,2,1
446,2,51.87,3,3,3
473,1,24.98,2,2,2
473,1,9.77,2,2,1
473,1,11.77,2,2,1
22,10,359.11,4,4,4
118,3,113.19,4,4,4
473,1,349.9,2,2,4
473,1,71.22,2,2,3
472,1,10.77,2,2,1
18,6,180.13,4,4,4
300,2,41.5,3,3,2
473,1,13.97,2,2,1
451,2,25.35,3,3,2
473,1,13.97,2,2,1
106,6,184.69,4,4,4
473,1,121.66,2,2,4
41,10,199.54,4,4,4
473,1,63.7,2,2,3
473,1,12.49,2,2,1
473,1,14.79,2,2,1
473,1,11.77,2,2,1
5,4,96.07,4,4,3
174,3,120.27,4,4,4
109,3,25.95,4,4,2
468,1,138.45,3,2,4
33,4,68.4,4,4,3
473,1,12.77,2,2,1
473,1,159.98,2,2,4
437,2,58.05,3,3,3
339,2,72.82,3,3,3
369,2,51.71,3,3,3
471,1,9.98,3,2,1
4,8,388.89,4,4,4
54,3,33.43,4,4,2
449,3,427.36,3,4,4
473,1,87.02,2,2,3
125,2,134.73,4,3,4
473,1,16.36,2,2,1
473,1,27.77,2,2,2
147,3,75.67,4,4,3
124,9,411.07,4,4,4
473,1,12.77,2,2,1
302,5,90.86,3,4,3
368,4,154.65,3,4,4
473,1,15.36,2,2,1
467,2,30.31,3,3,2
12,8,139.11,4,4,4
473,1,11.77,2,2,1
56,6,163.93,4,4,4
318,8,247.64,3,4,4
205,6,180.94,4,4,4
440,2,80.54,3,3,3
473,1,13.58,2,2,1
473,1,14.96,2,2,1
45,7,211.16,4,4,4
473,1,14.77,2,2,1
442,2,68.76,3,3,3
467,1,26.14,3,2,2
473,1,9.97,2,2,1
198,2,210.88,4,3,4
473,1,67.97,2,2,3
191,2,49.71,4,3,3
434,2,68.67,3,3,3
21,4,232.81,4,4,4
473,1,37.55,2,2,2
473,1,17.36,2,2,1
473,1,74.25,2,2,3
473,1,26.53,2,2,2
396,2,37.23,3,3,2
403,2,31.76,3,3,2
473,1,17.9,2,2,1
208,2,32.95,3,3,2
354,3,121.23,3,4,4
473,1,55.98,2,2,3
41,5,121.67,4,4,4
11,2,44.97,4,3,3
44,7,140.1,4,4,4
473,1,18.38,2,2,1
121,2,30.96,4,3,2
159,3,38.72,4,4,2
435,3,91.77,3,4,3
466,2,27.13,3,3,2
473,1,56.96,2,2,3
85,5,192.72,4,4,4
99,5,257.03,4,4,4
340,2,75.81,3,3,3
37,8,182.61,4,4,4
473,1,12.49,2,2,1
473,1,13.97,2,2,1
43,4,177.96,4,4,4
473,1,15.36,2,2,1
472,1,38.31,2,2,2
204,2,61.71,4,3,3
96,8,377.07,4,4,4
473,1,14.37,2,2,1
473,1,25.77,2,2,2
473,1,11.97,2,2,1
8,12,305.37,4,4,4
473,1,14.96,2,2,1
473,1,42.71,2,2,2
256,3,234.48,3,4,4
123,3,52.22,4,4,3
473,1,11.77,2,2,1
13,5,205.58,4,4,4
473,1,18.99,2,2,1
473,1,13.97,2,2,1
473,1,30.99,2,2,2
430,3,61.84,3,4,3
437,2,83.5,3,3,3
119,2,22.26,4,3,2
466,1,14.99,3,2,1
204,4,92.86,4,4,3
473,1,43.7,2,2,3
230,3,185.45,3,4,4
460,3,71.49,3,4,3
0,5,272.12,4,4,4
470,1,17.7,3,2,1
335,2,80.42,3,3,3
288,2,74.28,3,3,3
469,1,16.77,3,2,1
473,1,33.31,2,2,2
473,1,6.77,2,2,1
207,6,260.08,3,4,4
211,5,103.32,3,4,3
109,10,471.5,4,4,4
473,1,15.36,2,2,1
473,1,68.43,2,2,3
230,4,84.98,3,4,3
414,2,31.32,3,3,2
473,1,16.36,2,2,1
473,1,23.95,2,2,2
119,7,189.03,4,4,4
14,5,219.57,4,4,4
473,1,18.36,2,2,1
100,6,156.41,4,4,4
69,4,223.47,4,4,4
283,2,31.95,3,3,2
372,3,122.88,3,4,4
473,1,14.37,2,2,1
473,1,13.97,2,2,1
295,2,133.14,3,3,4
473,1,9.77,2,2,1
473,1,31.67,2,2,2
473,1,20.99,2,2,2
466,2,39.35,3,3,2
371,3,126.05,3,4,4
473,1,9.99,2,2,1
473,1,14.96,2,2,1
437,3,61.44,3,4,3
473,1,16.3,2,2,1
203,3,119.81,4,4,4
371,2,25.13,3,3,2
211,4,186.38,3,4,4
292,3,139.1,3,4,4
34,5,73.7,4,4,3
431,2,29.72,3,3,2
8,4,79.49,4,4,3
472,1,69.98,2,2,3
70,5,110.22,4,4,4
473,1,54.29,2,2,3
473,1,30.32,2,2,2
462,2,42.71,3,3,2
473,1,17.7,2,2,1
461,2,44.29,3,3,3
472,1,59.85,2,2,3
472,1,12.97,2,2,1
472,1,9.77,2,2,1
80,5,180.41,4,4,4
29,4,120.72,4,4,4
472,1,29.75,2,2,2
472,1,32.32,2,2,2
472,1,11.78,2,2,1
308,6,174.24,3,4,4
35,25,1206.91,4,4,4
470,2,41.08,3,3,2
472,1,45.26,2,2,3
472,1,38.95,2,2,2
472,1,13.97,2,2,1
408,7,246.8,3,4,4
472,1,13.97,2,2,1
101,4,73.22,4,4,3
472,1,14.96,2,2,1
472,1,13.97,2,2,1
452,2,28.74,3,3,2
472,1,39.31,2,2,2
472,1,25.74,2,2,2
472,1,66.31,2,2,3
472,1,44.32,2,2,3
472,1,45.88,2,2,3
472,1,42.57,2,2,2
472,1,10.77,2,2,1
472,1,29.99,2,2,2
14,2,176.17,4,3,4
472,1,5.78,2,2,1
338,3,136.79,3,4,4
472,1,13.77,2,2,1
472,1,88.41,2,2,3
472,1,14.99,2,2,1
114,5,212.64,4,4,4
472,1,43.7,2,2,3
472,1,13.97,2,2,1
472,1,13.97,2,2,1
444,2,34.24,3,3,2
472,1,5.98,2,2,1
448,2,46.2,3,3,3
472,1,11.77,2,2,1
472,1,34.56,2,2,2
382,5,221.51,3,4,4
472,1,13.97,2,2,1
472,1,121.29,2,2,4
472,1,31.69,2,2,2
472,1,40.11,2,2,2
472,1,29.98,2,2,2
472,1,38.13,2,2,2
61,4,568.41,4,4,4
247,2,169.2,3,3,4
472,1,15.36,2,2,1
74,47,3077.45,4,4,4
357,2,29.73,3,3,2
274,3,119.44,3,4,4
78,4,316.34,4,4,4
465,2,27.48,3,3,2
38,9,203.38,4,4,4
472,1,35.31,2,2,2
443,2,41.1,3,3,2
148,2,41.8,4,3,2
172,2,156.78,4,3,4
472,1,77.6,2,2,3
29,6,84.23,4,4,3
202,2,92.79,4,3,3
472,1,53.36,2,2,3
68,2,106.42,4,3,3
270,2,40.35,3,3,2
472,1,35.51,2,2,2
411,2,172.27,3,3,4
32,3,42.43,4,4,2
472,1,15.36,2,2,1
472,1,11.77,2,2,1
472,1,70.05,2,2,3
472,1,14.96,2,2,1
472,1,12.99,2,2,1
52,28,840.92,4,4,4
106,5,145.66,4,4,4
452,2,115.51,3,3,4
108,15,1554.08,4,4,4
195,3,167.76,4,4,4
472,1,11.77,2,2,1
472,1,21.74,2,2,2
251,3,51.5,3,4,3
341,2,74.63,3,3,3
191,3,153.92,4,4,4
472,1,34.98,2,2,2
423,2,54.5,3,3,3
400,3,257.98,3,4,4
472,1,13.97,2,2,1
456,2,28.14,3,3,2
165,5,113.52,4,4,4
472,1,13.97,2,2,1
472,1,84.41,2,2,3
39,10,218.51,4,4,4
71,4,65.75,4,4,3
94,5,155.64,4,4,4
472,1,26.73,2,2,2
98,8,136.53,4,4,4
28,8,1024.88,4,4,4
121,2,30.48,4,3,2
472,1,132.71,2,2,4
142,5,136.45,4,4,4
472,1,17.36,2,2,1
472,1,13.97,2,2,1
472,1,19.95,2,2,1
372,3,185.62,3,4,4
472,1,23.99,2,2,2
472,1,20.74,2,2,2
3,15,1031.04,4,4,4
429,2,97.03,3,3,3
46,9,306.2,4,4,4
472,1,48.98,2,2,3
472,1,32.56,2,2,2
103,5,191.3,4,4,4
13,4,89.56,4,4,3
45,11,209.71,4,4,4
108,5,164.44,4,4,4
129,2,35.76,4,3,2
472,1,25.77,2,2,2
45,6,404.45,4,4,4
472,1,15.36,2,2,1
367,3,123.57,3,4,4
460,2,46.08,3,3,3
472,1,14.96,2,2,1
100,6,83.44,4,4,3
472,1,221.46,2,2,4
472,1,48.16,2,2,3
101,2,56.34,4,3,3
133,4,127.98,4,4,4
472,1,11.77,2,2,1
472,1,13.97,2,2,1
96,3,172.05,4,4,4
219,5,187.42,3,4,4
472,1,11.77,2,2,1
472,1,104.56,2,2,3
198,4,79.17,4,4,3
421,4,58.28,3,4,3
472,1,103.21,2,2,3
204,7,191.18,4,4,4
472,1,29.75,2,2,2
472,1,38.11,2,2,2
465,2,54.3,3,3,3
156,2,22.65,4,3,2
271,2,41.72,3,3,2
472,1,63.98,2,2,3
472,1,16.7,2,2,1
385,2,73.84,3,3,3
471,1,45.09,3,2,3
472,1,44.29,2,2,3
472,1,31.6,2,2,2
472,1,43.97,2,2,3
472,1,132.97,2,2,4
472,1,11.77,2,2,1
396,2,116.68,3,3,4
360,3,68.03,3,4,3
173,3,264.45,4,4,4
472,1,41.48,2,2,2
188,6,266.87,4,4,4
308,4,51.48,3,4,3
472,1,21.99,2,2,2
464,2,41.72,3,3,2
472,1,10.77,2,2,1
472,1,33.09,2,2,2
32,8,250.24,4,4,4
472,1,20.99,2,2,2
472,1,28.07,2,2,2
190,3,56.71,4,4,3
472,1,21.97,2,2,2
58,7,151.59,4,4,4
139,2,78.77,4,3,3
86,3,48.61,4,4,3
289,4,121.04,3,4,4
466,1,30.67,3,2,2
143,2,72.38,4,3,3
472,1,24.74,2,2,2
472,1,14.37,2,2,1
188,4,95.83,4,4,3
472,1,13.97,2,2,1
108,6,210.45,4,4,4
472,1,12.99,2,2,1
118,2,46.45,4,3,3
313,4,217.71,3,4,4
472,1,19.97,2,2,1
472,1,24.98,2,2,2
472,1,27.94,2,2,2
50,2,22.65,4,3,2
207,3,145.77,3,4,4
472,1,14.96,2,2,1
112,4,105.75,4,4,3
360,2,47.08,3,3,3
472,1,6.79,2,2,1
472,1,11.77,2,2,1
471,1,40.73,3,2,2
15,7,213.72,4,4,4
96,3,73.94,4,4,3
472,1,30.72,2,2,2
472,1,12.49,2,2,1
471,1,14.96,3,2,1
249,2,54.91,3,3,3
472,1,52.77,2,2,3
462,2,29.33,3,3,2
114,3,35.47,4,4,2
19,2,21.35,4,3,2
0,9,163.61,4,4,4
465,2,30.32,3,3,2
472,1,14.37,2,2,1
94,5,81.7,4,4,3
472,1,27.77,2,2,2
445,2,62.63,3,3,3
457,2,73.07,3,3,3
356,2,37.24,3,3,2
472,1,11.77,2,2,1
359,4,63.63,3,4,3
472,1,14.96,2,2,1
472,1,11.77,2,2,1
472,1,18.76,2,2,1
122,6,116.83,4,4,4
472,1,103.74,2,2,3
200,2,61.47,4,3,3
472,1,44.88,2,2,3
115,6,277.24,4,4,4
472,1,57.05,2,2,3
472,1,11.97,2,2,1
24,5,211.84,4,4,4
198,3,148.95,4,4,4
472,1,25.74,2,2,2
102,8,218.72,4,4,4
472,1,11.77,2,2,1
472,1,39.98,2,2,2
472,1,48.28,2,2,3
472,1,11.77,2,2,1
472,1,49.75,2,2,3
27,12,204.64,4,4,4
428,2,36.74,3,3,2
464,2,24.09,3,3,2
213,2,51.74,3,3,3
472,1,14.37,2,2,1
466,2,69.93,3,3,3
364,2,336.04,3,3,4
182,3,56.97,4,4,3
166,2,160.24,4,3,4
471,1,34.26,3,2,2
471,1,24.99,3,2,2
13,4,113.41,4,4,4
471,1,21.37,3,2,2
471,1,27.76,3,2,2
471,1,73.02,3,2,3
299,2,198.74,3,3,4
208,2,35.44,3,3,2
454,2,102.45,3,3,3
242,2,55.65,3,3,3
471,1,64.11,3,2,3
471,1,11.77,3,2,1
320,3,154.8,3,4,4
44,9,173.32,4,4,4
56,2,79.48,4,3,3
50,9,721.2,4,4,4
471,1,29.97,3,2,2
471,1,120.97,3,2,4
459,2,69.98,3,3,3
94,6,113.98,4,4,4
471,1,30.72,3,2,2
216,3,37.75,3,4,2
471,1,11.77,3,2,1
264,2,122.7,3,3,4
462,2,44.49,3,3,3
17,7,269.69,4,4,4
465,1,15.36,3,2,1
471,1,40.76,3,2,2
471,1,68.61,3,2,3
471,1,51.28,3,2,3
471,1,25.94,3,2,2
257,2,73.56,3,3,3
226,4,139.53,3,4,4
246,5,133.07,3,4,4
157,3,50.25,4,4,3
471,1,9.98,3,2,1
126,3,192.36,4,4,4
182,4,107.29,4,4,4
471,1,18.7,3,2,1
471,1,15.99,3,2,1
15,2,95.38,4,3,3
471,1,44.29,3,2,3
226,2,39.47,3,3,2
471,1,9.98,3,2,1
471,1,13.97,3,2,1
471,1,11.77,3,2,1
5,4,141.89,4,4,4
471,1,12.77,3,2,1
471,1,37.91,3,2,2
471,1,14.96,3,2,1
460,2,114.75,3,3,4
471,1,37.71,3,2,2
393,5,191.56,3,4,4
444,2,70.05,3,3,3
115,4,119.1,4,4,4
471,1,10.77,3,2,1
471,1,30.92,3,2,2
471,1,12.49,3,2,1
471,1,54.33,3,2,3
471,1,62.45,3,2,3
471,1,9.97,3,2,1
269,4,65.37,3,4,3
471,1,23.54,3,2,2
471,1,63.68,3,2,3
230,6,303.3,3,4,4
471,1,21.97,3,2,2
471,1,6.79,3,2,1
6,4,97.22,4,4,3
471,1,16.99,3,2,1
49,5,257.22,4,4,4
471,1,9.98,3,2,1
471,1,24.13,3,2,2
471,1,12.49,3,2,1
324,2,33.07,3,3,2
393,5,341.22,3,4,4
22,3,92.35,4,4,3
471,1,19.99,3,2,2
471,1,11.77,3,2,1
464,2,49.13,3,3,3
471,1,57.08,3,2,3
234,7,214.06,3,4,4
74,3,63.29,4,4,3
471,1,11.77,3,2,1
471,1,13.97,3,2,1
107,2,77.82,4,3,3
108,2,245.12,4,3,4
471,1,19.95,3,2,1
471,1,10.97,3,2,1
471,1,5.98,3,2,1
79,4,110.66,4,4,4
471,1,86.02,3,2,3
217,3,89.1,3,4,3
10,6,101.34,4,4,3
418,2,70.27,3,3,3
395,6,113.85,3,4,4
471,1,25.77,3,2,2
39,2,50.75,4,3,3
28,4,120.01,4,4,4
471,1,23.54,3,2,2
36,2,38.48,4,3,2
84,4,73.2,4,4,3
471,1,14.77,3,2,1
471,1,51.68,3,2,3
471,1,10.77,3,2,1
471,1,19.99,3,2,2
167,3,112.25,4,4,4
471,1,14.96,3,2,1
19,4,145.03,4,4,4
471,1,14.96,3,2,1
6,12,259.79,4,4,4
471,1,7.98,3,2,1
471,1,13.97,3,2,1
471,1,97.97,3,2,3
52,5,107.82,4,4,4
471,1,13.97,3,2,1
467,1,11.77,3,2,1
29,4,99.97,4,4,3
339,2,94.79,3,3,3
471,1,55.48,3,2,3
200,4,190.41,4,4,4
471,1,12.97,3,2,1
471,1,33.99,3,2,2
47,11,728.34,4,4,4
180,9,382.01,4,4,4
56,4,82.11,4,4,3
106,2,24.26,4,3,2
471,1,43.53,3,2,3
54,4,281.94,4,4,4
471,1,20.99,3,2,2
471,1,19.99,3,2,2
39,8,325.18,4,4,4
471,1,12.77,3,2,1
24,14,313.45,4,4,4
78,6,211.3,4,4,4
406,2,48.28,3,3,3
471,1,22.95,3,2,2
265,3,130.9,3,4,4
126,5,104.73,4,4,3
469,1,59.25,3,2,3
117,3,32.47,4,4,2
469,2,46.08,3,3,3
471,1,13.97,3,2,1
22,3,63.95,4,4,3
2,8,191.18,4,4,4
429,3,77.69,3,4,3
471,1,11.98,3,2,1
421,2,96.59,3,3,3
47,11,1228.36,4,4,4
471,1,10.77,3,2,1
471,1,12.49,3,2,1
471,1,12.77,3,2,1
405,3,158.83,3,4,4
471,1,61.88,3,2,3
221,5,98.45,3,4,3
471,1,41.95,3,2,2
471,1,28.93,3,2,2
469,1,97.19,3,2,3
471,1,26.67,3,2,2
471,1,17.99,3,2,1
440,3,44.69,3,4,3
471,1,14.99,3,2,1
471,1,12.97,3,2,1
471,1,24.99,3,2,2
377,3,103.43,3,4,3
470,1,6.77,3,2,1
4,6,85.92,4,4,3
471,1,13.97,3,2,1
330,2,20.76,3,3,2
471,1,32.52,3,2,2
471,1,19.77,3,2,1
441,2,41.91,3,3,2
471,1,9.97,3,2,1
471,1,48.0,3,2,3
469,1,14.96,3,2,1
40,9,441.05,4,4,4
471,1,11.77,3,2,1
153,1,13.99,4,2,1
470,1,9.98,3,2,1
471,1,11.99,3,2,1
160,3,98.98,4,4,3
470,2,237.57,3,3,4
471,1,11.77,3,2,1
471,1,29.58,3,2,2
262,4,55.73,3,4,3
471,1,19.99,3,2,2
471,1,97.05,3,2,3
471,1,14.37,3,2,1
178,4,167.1,4,4,4
405,2,78.5,3,3,3
460,2,59.59,3,3,3
471,1,14.99,3,2,1
471,1,15.36,3,2,1
471,1,27.0,3,2,2
471,1,22.97,3,2,2
451,2,27.48,3,3,2
244,6,130.3,3,4,4
75,2,75.68,4,3,3
74,4,224.38,4,4,4
449,2,35.31,3,3,2
288,4,237.51,3,4,4
264,2,37.76,3,3,2
471,1,15.36,3,2,1
471,1,11.77,3,2,1
270,2,94.68,3,3,3
471,1,12.7,3,2,1
110,3,59.33,4,4,3
449,2,57.26,3,3,3
471,1,15.36,3,2,1
471,1,30.13,3,2,2
471,1,42.31,3,2,2
90,3,216.3,4,4,4
20,10,237.98,4,4,4
471,1,222.34,3,2,4
471,1,21.77,3,2,2
4,9,457.83,4,4,4
331,2,73.96,3,3,3
471,1,29.95,3,2,2
471,1,16.36,3,2,1
383,5,260.16,3,4,4
458,2,75.81,3,3,3
471,1,38.29,3,2,2
471,1,15.36,3,2,1
471,1,11.77,3,2,1
471,1,29.56,3,2,2
248,3,125.19,3,4,4
40,3,52.91,4,4,3
471,1,47.9,3,2,3
471,1,9.99,3,2,1
469,1,57.85,3,2,3
471,1,15.36,3,2,1
60,8,104.6,4,4,3
460,2,56.46,3,3,3
320,2,49.47,3,3,3
213,2,84.48,3,3,3
415,3,122.94,3,4,4
113,4,151.6,4,4,4
207,6,137.03,3,4,4
471,1,14.96,3,2,1
18,9,671.5,4,4,4
471,1,11.77,3,2,1
471,1,27.99,3,2,2
471,1,24.74,2,2,2
385,3,75.41,3,4,3
231,2,370.0,3,3,4
471,1,14.96,2,2,1
471,1,16.99,2,2,1
471,1,25.77,2,2,2
471,1,13.97,2,2,1
471,1,14.37,2,2,1
98,2,58.95,4,3,3
471,1,29.92,2,2,2
471,1,12.97,2,2,1
471,1,13.97,2,2,1
471,1,13.97,2,2,1
471,1,26.14,2,2,2
64,3,90.81,4,4,3
346,3,77.48,3,4,3
348,3,59.45,3,4,3
27,10,431.05,4,4,4
430,3,79.18,3,4,3
466,1,117.11,3,2,4
38,3,34.83,4,4,2
471,1,13.77,2,2,1
248,3,46.96,3,4,3
471,1,27.53,2,2,2
471,1,30.67,2,2,2
435,2,63.25,3,3,3
428,3,52.31,3,4,3
471,1,14.99,2,2,1
284,3,106.4,3,4,3
58,4,124.5,4,4,4
19,2,36.73,4,3,2
471,1,25.74,2,2,2
471,1,27.48,2,2,2
135,3,90.41,4,4,3
471,1,15.36,2,2,1
275,3,49.47,3,4,3
434,2,33.4,3,3,2
158,3,42.21,4,4,2
471,1,20.74,2,2,2
441,2,191.85,3,3,4
468,2,49.71,3,3,3
319,3,42.71,3,4,2
316,4,89.99,3,4,3
221,7,242.27,3,4,4
2,5,117.69,4,4,4
471,1,21.99,2,2,2
164,2,48.08,4,3,3
424,3,680.99,3,4,4
62,4,227.12,4,4,4
470,1,44.89,3,2,3
470,1,28.99,3,2,2
1,5,98.31,4,4,3
8,5,72.5,4,4,3
98,2,40.45,4,3,2
410,2,51.26,3,3,3
212,2,112.47,3,3,4
383,7,241.65,3,4,4
277,3,220.71,3,4,4
337,3,180.15,3,4,4
470,1,41.98,3,2,2
470,1,42.01,3,2,2
470,1,15.36,3,2,1
188,3,69.76,4,4,3
470,1,12.49,3,2,1
470,1,9.99,3,2,1
470,1,13.77,3,2,1
470,1,11.77,3,2,1
470,1,26.76,3,2,2
470,1,34.5,3,2,2
470,1,26.14,3,2,2
470,1,11.77,3,2,1
17,11,513.82,4,4,4
470,1,17.54,3,2,1
469,1,28.99,3,2,2
456,2,27.85,3,3,2
470,1,51.98,3,2,3
470,1,9.77,3,2,1
470,1,135.34,3,2,4
364,4,158.55,3,4,4
43,4,81.54,4,4,3
470,1,30.31,3,2,2
470,1,15.36,3,2,1
15,4,91.63,4,4,3
149,4,162.74,4,4,4
366,3,78.01,3,4,3
69,2,32.94,4,3,2
469,1,23.34,3,2,2
470,1,17.36,3,2,1
216,2,65.47,3,3,3
32,5,110.87,4,4,4
470,1,36.99,3,2,2
49,5,285.4,4,4,4
470,1,14.9,3,2,1
84,7,347.9,4,4,4
470,1,135.59,3,2,4
195,2,31.03,4,3,2
28,17,316.67,4,4,4
30,7,366.44,4,4,4
143,4,296.75,4,4,4
470,1,47.29,3,2,3
462,1,51.28,3,2,3
411,2,86.97,3,3,3
465,2,100.8,3,3,3
456,2,35.32,3,3,2
470,1,11.77,3,2,1
470,1,26.99,3,2,2
470,1,27.47,3,2,2
469,1,76.01,3,2,3
122,5,174.85,4,4,4
11,6,775.91,4,4,4
470,1,32.97,3,2,2
36,7,222.06,4,4,4
419,2,92.62,3,3,3
454,2,28.34,3,3,2
296,5,316.38,3,4,4
229,3,176.79,3,4,4
97,3,219.05,4,4,4
103,2,65.4,4,3,3
465,1,27.73,3,2,2
470,1,38.72,3,2,2
385,2,16.56,3,3,1
470,1,11.77,3,2,1
470,1,15.36,3,2,1
138,4,119.29,4,4,4
115,5,110.6,4,4,4
30,11,408.48,4,4,4
463,2,105.71,3,3,3
414,4,119.69,3,4,4
470,1,28.77,3,2,2
470,1,11.77,3,2,1
470,1,14.99,3,2,1
470,1,16.36,3,2,1
470,1,15.36,3,2,1
47,3,63.86,4,4,3
470,1,30.99,3,2,2
435,3,98.37,3,4,3
244,2,53.99,3,3,3
470,1,117.54,3,2,4
470,1,9.99,3,2,1
470,1,89.59,3,2,3
6,6,266.28,4,4,4
241,2,29.48,3,3,2
468,1,14.37,3,2,1
470,1,57.05,3,2,3
470,1,21.98,3,2,2
470,1,13.97,3,2,1
470,1,11.99,3,2,1
470,1,11.99,3,2,1
469,1,28.13,3,2,2
467,3,148.23,3,4,4
470,1,28.74,3,2,2
470,1,59.99,3,2,3
32,3,42.2,4,4,2
470,1,14.96,3,2,1
470,1,10.97,3,2,1
32,3,106.17,4,4,3
367,2,26.36,3,3,2
399,2,37.9,3,3,2
410,3,65.45,3,4,3
14,3,37.95,4,4,2
21,5,117.37,4,4,4
470,1,11.77,3,2,1
365,2,117.08,3,3,4
470,1,14.79,3,2,1
470,1,23.98,3,2,2
470,1,34.99,3,2,2
470,1,9.97,3,2,1
470,1,34.31,3,2,2
470,1,18.99,3,2,1
357,2,34.71,3,3,2
449,2,68.01,3,3,3
470,1,14.96,3,2,1
470,1,5.78,3,2,1
134,3,89.44,4,4,3
335,3,65.0,3,4,3
470,1,14.96,3,2,1
470,1,62.85,3,2,3
165,5,112.2,4,4,4
470,1,47.15,3,2,3
117,9,549.61,4,4,4
470,1,26.73,3,2,2
183,6,116.48,4,4,4
26,9,192.61,4,4,4
470,1,19.77,3,2,1
53,3,56.23,4,4,3
470,1,17.36,3,2,1
103,4,103.61,4,4,3
417,2,33.53,3,3,2
470,1,11.77,3,2,1
